,Output,Corrections on Output,,,
regarding),reach ( a the ~ ) decision ( about of on upon with ~ ),,,
come to an/the understanding,reach ( a the ~ ) determination ( about of on upon with ~ ),,,
come to terms (about/as to/concerning/of/on/regarding),reach ( an the ~ ) opinion ( about of on upon with ~ ),,,
reach (an/the) accord (about/of/on/upon/with),reach ( a the ~ ) resolution ( about of on upon with ~ ),,,
reach (an/the) agreement (about/of/on/upon/with),reach ( a the ~ ) settlement ( about of on upon with ~ ),,,
reach (a/the) compromise (about/of/on/upon/with),terminate,,,
reach (an/the) understanding (about/of/on/upon/with),conclusive end,,,
concatenate together,( final ultimate ~ ) conclusion,,,
in (within) the realm of possibility,once ( and ~ ) for all,,,
bring into being/existence,arrive at ( an the ~ ) accord ( about as to concerning of on regarding ~ ),,,
call into being/existence,arrive at ( an the ~ ) agreement ( about as to concerning of on regarding ~ ),,,
concentrate,arrive at ( a the ~ ) compromise ( about as to concerning of on regarding ~ ),,,
concentrate,arrive at ( an the ~ ) understanding ( about as to concerning of on regarding ~ ),,,
concentrate,come to ( a the ~ ) compromise ( about as to concerning of on regarding ~ ),,,
concentrate,come to an accord ( about as to concerning of on regarding ~ ),,,
focus,come to an agreement ( about as to concerning of on regarding ~ ),,,
focus,come to terms ( about as to concerning of on regarding ~ ),,,
focus,come to ( a the ~ ) understanding,,,
focus,reach ( an the ~ ) accord ( about of on upon with ~ ),,,
about/concerning/in/on/regarding the matter/subject of,reach ( an the ~ ) agreement ( about of on upon with ~ ),,,
as,reach ( a the ~ ) compromise ( about of on upon with ~ ),,,
as concerns,reach ( an the ~ ) understanding ( about of on upon with ~ ),,,
as/so far as,at the same time,,,
as regards,simultaneously,,,
in (the),is in agreement ( on with ~ ),,,
in connection with,is coherent with,,,
in point of,is compatible with,,,
in reference to,is consistent with,,,
in regard to,is in accord accordance ( on with ~ ),,,
in relation to,is in concurrence with,,,
in respect of/to,is in conformance ( to with ~ ),,,
insofar as,is in conformity ( to with ~ ),,,
in terms of,is in harmony with,,,
in the area of,is in keeping with,,,
in the realm of,is in line with,,,
pertain/pertaining to,is in step with,,,
relate/relating to,is of the same opinion ( as ~ ),,,
relative to,is critical of,,,
when it comes to,"ifs, ands, or buts",,,
where,is conducive to,,,
with reference to,confer together,,,
with regard to,have a conversation ( about ~ ),,,
with relation to ,positive feelings,,,
with respect to,attest to the fact ( that ~ ),,,
has reference to,substantiate,,,
(that) has to do with,is proof ( of that ~ ),,,
is applicable in/to,take delivery ( of on ~ ),,,
is appropriate in/to,take possession of,,,
is concerned with,fiery conflagration,,,
is of concern to,is at loggerheads ( with ~ ),,,
is of interest to,is at odds ( over with ~ ),,,
is pertinent to,is at variance with,,,
is relevant to,is in conflict with,,,
is suitable to,is in ( marked sharp ~ ) contrast to,,,
short and sweet,is in disagreement ( about on with ~ ),,,
short and to the point,is in opposition to,,,
in a nutshell,is opposed to,,,
arrive at (a/the) conclusion (about/as to/concerning/of/ on/regarding),stand in ( marked sharp ~ ) contrast to,,,
arrive at (a/the) decision (about/as to/concerning/of/on/,stand in opposition to,,,
regarding),act in accord accordance ( with ~ ),,,
arrive at (a/the) determination (about/as to/concerning/ of/on/regarding),is coherent with,,,
arrive at (an/the) opinion (about/as to/concerning/of/on/,is compatible with,,,
regarding),is consistent withis in ( accord accordance on with ),,,
arrive at (a/the) resolution (about/as to/concerning/of/on/,is in agreement with,,,
regarding),is in compliance with,,,
arrive at (a/the) settlement (about/as to/concerning/of/ on/regarding),is in concurrence with,,,
bring (to) a close (to),is in ( conformance to with ),,,
bring (to) a completion (to),is in ( conformity to with ),,,
bring (to) a conclusion (to),is in harmony with,,,
bring (to) a halt (to),is in keeping with,,,
bring (to) an end (to),is in line with,,,
bring to a standstill,is in step with,,,
call a halt to,in the face of,,,
call an end to,in the face of,,,
call a stop to,come together,,,
come to a close,congregate together,,,
come to a/the conclusion (about/as to/concerning/of/on/,( bring into being existence ),,,
regarding),bring together,,,
come to a/the decision (about/as to/concerning/of/on/,( concatenate together ),,,
regarding),( connect together ),,,
come to a/the determination (about/as to/concerning/of/,( link together ),,,
on/regarding),association,,,
come to a halt,relationship,,,
come to an end,con notate,,,
come to an/the opinion (about/as to/concerning/of/on/regarding),( consecutive continuous days weeks months in a row ),,,
come to a/the resolution (about/as to/concerning/of/on/regarding),rnnsensus ( of ~ ),,,
come to a/the settlement (about/as to/concerning/of/on/regarding),general consensus,,,
come to a standstill,( a the ~ ) ( overwhelming vast consensus of opinion ~ ),,,
draw (a/the) conclusion (of),popular consensus,,,
draw (a/the) inference (of),voice approval of,,,
draw to a close (end),voice support for,,,
draw to a conclusion,significant importance,,,
finalize,( consequence effect outcome resulting from ),,,
form (a/the) judgment (about/as to/concerning/of/on/regarding),( fraught with meaning significance ),,,
form (a/the) resolution (about/as to/concerning/of/on/regarding),and so as a result,,,
form (an/the) opinion (about/as to/concerning/of/on/regarding),as a consequence,,,
make (a/the) decision/determination (about/as to/concerning/of/on/regarding),as a result,,,
make (a/the) determined decision (about/as to/concerning/of/on/regarding),for ( that this ) reason,,,
put a halt to,in consequence,,,
put an end to,so consequently,,,
put a stop to,( that this ) being the case,,,
put two and two together,( please ~ ) bear in mind,,,
reach (a/the) conclusion (about/of/on/upon/with),consider as,,,
reach (a/the) decision (about/of/on/upon/with),consider as being,,,
reach (a/the) determination (about/of/on/upon/with),hold ( to ~ ) the opinion ( that ~ ),,,
reach (an/the) opinion (about/of/on/upon/with),hold ( to ~ ) the view ( that ~ ),,,
reach (a/the) resolution (about/of/on/upon/with),in the assessment of,,,
reach (a/the) settlement (about/of/on/upon/with),in the estimation of,,,
terminate,in the judgment of,,,
conclusive end,in the opinion of,,,
final/ultimate conclusion,in the view of,,,
once (and) for all,make allowance for,,,
arrive at (an/the) accord (about/as to/concerning/of/on/regarding),make concession for,,,
arrive at (an/the) agreement (about/as to/concerning/of/on/regarding),make provision for,,,
arrive at (a/the) compromise (about/as to/concerning/of/on/regarding),pay attention to,,,
arrive at (an/the) understanding (about/as to/concerning/ of/on/regarding),pay heed to,,,
come to a/the compromise (about/as to/concerning/of/ on/regarding),take account for of,,,
come to an accord (about/as to/concerning/of/on/ regarding),take a SKIP3 look ( at ),,,
come to an agreement (about/as to/concerning/of/on/regarding),take a the SKIP3 view of,,,
come to terms (about/as to/concerning/of/on/regarding),take cognizance of,,,
come to a/the understanding,take into account,,,
reach (an/the) accord (about/of/on/upon/with),take into consideration,,,
reach (an/the) agreement (about/of/on/upon/with),take note of,,,
reach (a/the) compromise (about/of/on/upon/with),take notice of,,,
reach (an/the) understanding (about/of/on/upon/with),take the position ( that ~ ),,,
at the same time,take the view ( that ~ ),,,
simultaneously,take under advisement,,,
is in agreement (on/with),take under consideration,,,
is coherent with,( a the ~ ) ( considerable good great huge large sizable vast amount of ~ ),,,
is compatible with,( a the ~ ) ( considerable good great huge large sizable vast degree of ~ ),,,
is consistent with,( a the ~ ) ( considerable good great huge large sizable vast element of ~ ),,,
is in accord/accordance on/with,( a the ~ ) ( significant substantial amount of ~ ),,,
is in concurrence with,( a the ~ ) ( significant substantial degree of ~ ),,,
is in conformance to/with,( a the ~ ) ( significant substantial element of ~ ),,,
is in conformity to/with,worthy of attention,,,
is in harmony with,worthy of ( my ~ ) consideration,,,
is in keeping with,worthy of note,,,
is in line with,as a consequence of the fact that,,,
is in step with,as a result of the fact that,,,
is of the same opinion (as),attributable to the fact that,,,
is critical of,based on the fact that,,,
"ifs, ands, or buts",because of the fact that,,,
is conducive to,being ( as as how that ~ ),,,
confer together,by reason of the fact that,,,
have a conversation (about),by the fact that,,,
positive feelings,by in virtue of the fact that,,,
attest to the fact (that),considering the fact that,,,
substantiate,due to the fact that,,,
is proof of/that,forasmuch as,,,
take delivery of/on,for the ( simple ~ ) reason that,,,
take possession of,from the fact that,,,
fiery conflagration,given the fact that,,,
is at loggerheads (with),inasmuch insomuch as,,,
is at odds over/with,in consequence of the fact that,,,
is at variance with,in consideration of the fact that,,,
is in conflict with,in ( the ~ ) light of the fact that,,,
is in (marked/sharp) contrast to,insofar as,,,
is in disagreement (about/on/with),in the sense that,,,
is in opposition to,in view of the fact that,,,
is opposed to,on account of the fact that,,,
stand in (marked/sharp) contrast to,on ( the ~ ) grounds that,,,
stand in opposition to,on the basis of the fact that,,,
act in accord/accordance with,owing to the fact that,,,
is coherent with,seeing ( as as how that ~ ),,,
is compatible with,at every turn,,,
is consistent with,day in ( and ~ ) day out,,,
is in accord/accordance on/with,for ever and a day,,,
is in agreement with,in ( almost all every cases circumstances instances situations ),,,
is in compliance with,in each every case circumstance instance situation,,,
is in concurrence with,on each every occasion,,,
is in conformance to/with,without exception,,,
is in conformity to/with,year in ( and ~ ) year out,,,
is in harmony with,is composed of,,,
is in keeping with,is comprised of,,,
is in line with,( consolidate together ),,,
is in step with,in evidence,,,
in the face of,all the time,,,
in the face of,at every turn,,,
come together,day in ( and ~ ) day out,,,
congregate together,for ever and a day,,,
bring into being/existence,in ( almost all every cases circumstances instances situations ),,,
bring together,in each every case circumstance instance situation,,,
concatenate together,in perpetuity,,,
connect together,on each every occasion,,,
link together,without exception,,,
association,year in ( and ~ ) year out,,,
relationship,( put together ),,,
con notate,new construction,,,
consecutive/continuous days/weeks/months in a row,( consult with ),,,
rnnsensus (of) opinion,come in contact ( with ~ ),,,
general consensus,get in touch with,,,
(a/the) overwhelming/vast consensus (of opinion),make contact ( with ~ ),,,
popular consensus,incorporate in to,,,
voice approval of,is composed of,,,
voice support for,is comprised of,,,
significant importance,take under advisementtake under consideration,,,
consequence/effect/outcome resulting from,according to,,,
fraught with meaning/significance,hold ( to ~ ) the opinion ( that ~ ),,,
and so as a result,hold ( to ~ ) the view ( that ~ ),,,
as a consequence,in the assessment of,,,
as a result,in the estimation of,,,
for that/this reason,in the judgment of,,,
in consequence,in the opinion of,,,
so consequently,in the view of,,,
that/this being the case,take the position ( that ~ ),,,
(please) bear in mind,take the view ( that ~ ),,,
consider as,is inclined to believe ( that ~ ),,,
consider as being,is inclined to think ( that ~ ),,,
hold (to) the opinion (that),is of the belief ( that ~ ),,,
hold (to) the view (that),is of the opinion ( that ~ ),,,
in the assessment of,is of the view ( that ~ ),,,
in the estimation of,express opposition to,,,
in the judgment of,stand in ( marked sharp ~ ) contrast to,,,
in the opinion of,stand in opposition to,,,
in the view of,take a stand against in opposition to,,,
make allowance for,voice criticism of,,,
make concession for,voice disapproval of,,,
make provision for,voice objection to,,,
pay attention to,voice opposition to,,,
pay heed to,is in ( marked sharp ~ ) contrast to,,,
take account for/of,is in opposition to,,,
take a SKIP3 look (at),is opposed to,,,
take a/the SKIP3 view(of),is resistant to,,,
take cognizance of,ad'ance ( ahead forward on onward ),,,
take into account,continue in existence to exist,,,
take into consideration,continue into the future,,,
take note of,continue on,,,
take notice of,go forward,,,
take the position (that),move forward,,,
take the view (that),move forward into the future,,,
take under advisement,proceed ( ahead forth forward on onward ),,,
take under consideration,progress ( ahead forward on onward ),,,
(a/the) considerable/good/great/huge/large/sizable/vast,st i11 cont i nue endu re last persevere persist preva i I remain survive,,,
amount (of),( consecutive continuous ) days weeks months in a row,,,
(a/the) considerable/good/great/huge/large/sizable/vast,continuously incessantly and without interruption,,,
degree (of),contractual agreement,,,
(a/the) considerable/good/great/huge/large/sizable/vast,enter into an agreement contract,,,
element (of),bring into question,,,
(a/the) significant/substantial amount (of),call into question,,,
(a/the) significant/substantial degree (of),cast doubt ( on upon ),,,
(a/the) significant/substantial element (of),fly in the face of,,,
worthy of attention,place put into question,,,
worthy of (my) consideration,raise doubts ( about on ),,,
worthy of note,raise questions ( about on ),,,
as a consequence of the fact that,stand in ( marked sharp ~ ) contrast to,,,
as a result of the fact that,take a stand against in opposition to,,,
attributable to the fact that,take issue ( with ~ ),,,
based on the fact that,throw into doubt,,,
because of the fact that,throw into question,,,
being (as/as how/that),is at loggerheads ( with ~ ),,,
by reason of the fact that,is at odds over with,,,
by the fact that,is at variance with,,,
by/in virtue of the fact that,is in ( marked sharp ~ ) contrast to,,,
considering the fact that,is in conflict with,,,
due to the fact that,is in disagreement ( about on with ~ ),,,
forasmuch as,compare and contrast ( versus ~ ),,,
for the (simple) reason that,is comparable to with,,,
from the fact that,stand in ( marked sharp ~ ) contrast,,,
given the fact that,to take a stand against in opposition,,,
inasmuch/insomuch as,to is in ( marked sharp ~ ) contrast to,,,
in consequence of the fact that,is contributory to,,,
in consideration of the fact that,is a contribution to,,,
in (the) light of the fact that,is in charge of,,,
insofar as,is in control of,,,
in the sense that,come together,,,
in view of the fact that,converge together,,,
on account of the fact that,have a conversation ( about ~ ),,,
on (the) grounds that,make conversation,,,
on the basis of the fact that,contrariwise,,,
owing to the fact that,on the contrary,,,
seeing (as/as how/that),on the other hand,,,
at every turn,to the contrary,,,
day in (and) day out,in conversation with,,,
for ever and a day,get across,,,
in (almost) all/every cases/circumstances/instances/,( something ~ ) to that the this effect ( that ~ ),,,
situations,firm strong conviction,,,
in each/every case/circumstance/instance/situation,"calm, cool, and collected",,,
on each/every occasion,cooperate together,,,
without exception,joint cooperation,,,
year in (and) year out,mutual cooperation,,,
is composed of,come to grips with,,,
is comprised of,come to terms with,,,
consolidate together,( an the ~ ) abundance of,,,
in evidence,in copious profusion,,,
all the time,law enforcement officers,,,
at every turn,duplicate copy,,,
day in (and) day out,core essence,,,
for ever and a day,essential core,,,
in (almost) all/every cases/circumstances/instances/,( the ~ ) heart of the matter,,,
situations,sum summary and substance,,,
in each/every case/circumstance/instance/situation,( the ~ ) long and ( the ~ ) short,,,
in perpetuity,rectify,,,
on each/every occasion,is associated to with,,,
without exception,is connected to with,,,
year in (and) year out,is related to,,,
put together,correspond back and forth,,,
new construction,written communication correspondence,,,
consult with,is in agreement ( on with ~ ),,,
come in contact (with),is coherent with,,,
get in touch with,is comparable to with,,,
make contact (with),is compatible with,,,
incorporate in(to),is consistent with,,,
is composed of,is in accord accordance on with,,,
is comprised of,is in concurrence with,,,
take under advisement,is in conformance to with,,,
take under consideration,is in conformity to with,,,
according to,is in harmony with,,,
hold (to) the opinion (that),is in keeping with,,,
hold (to) the view (that),is in line with,,,
in the assessment of,is in step with,,,
in the estimation of,is similar to with,,,
in the judgment of,attest to the fact ( that ~ ),,,
in the opinion of,expenditure ( of money ~ ),,,
in the view of,expenses and costs,,,
take the position (that),enumerate,,,
take the view (that),( an the ~ ) abundance of,,,
is inclined to believe (that),( an ~ ) array of,,,
is inclined to think (that),( a ~ ) range of,,,
is of the belief (that),( a the ~ ) spectrum of,,,
is of the opinion (that),( a ~ ) variety of,,,
is of the view (that),beyond number ( a the ~ ) broad extensive great vast wide array of,,,
express opposition to,( a the ~ ) broad extensive great vast wide range of,,,
stand in (marked/sharp) contrast to,( a the ~ ) broad extensive great vast wide spectrum of,,,
stand in opposition to,( a the ~ ) broad extensive great vast wide variety of,,,
take a stand against/in opposition to,( alt he ~ ) considerable good great huge large overwhelming sizable vast number ( of ~ )( a the ~ ) countless number ( of ~ ),,,
voice criticism of,( a the ~ ) diversity of different,,,
voice disapproval of,( a the ~ ) high number ( of ~ ),,,
voice objection to,( an the ~ ) infinite number ( of ~ ),,,
voice opposition to,innumerable,,,
is in (marked/sharp) contrast to,( a the ~ ) multiplicity of,,,
is in opposition to,( a the ~ ) multitude of,,,
is opposed to,multitudinous,,,
is resistant to,numerous in number,,,
ad\'ance ahead/forward/on/onward,( a the ~ ) significant substantial number ( of ~ ),,,
continue in existence/to exist,( an the ~ ) untold number ( of ~ ),,,
continue into the future,( a the ~ ) variety of different,,,
continue on,various different,,,
go forward,( many ~ ) widely varying,,,
move forward,without number,,,
move forward into the future,is reliant ( on upon ),,,
proceed ahead/forth/forward/on/onward,couple together,,,
progress ahead/forward/on/onward,accompanied by,,,
st i11 cont i nue/endu re/last/persevere/persist/preva i I/,in association with,,,
remain/survive,in combination with,,,
consecutive/continuous days/weeks/months in a row,in conjunction with,,,
continuously/incessantly and without interruption,in connection with,,,
contractual agreement,together with,,,
enter into an agreement/contract,( action attack battle game ) plan,,,
bring into question,course of action,,,
call into question,( plan of action attack battle ),,,
cast doubt on/upon,cover over,,,
fly in the face of,come up with,,,
place/put into question,( skilled craftsman craftswoman ),,,
raise doubts about/on,( passing craze fad fancy ),,,
raise questions about/on,bring into being existence,,,
stand in (marked/sharp) contrast to,call into being existence,,,
take a stand against/in opposition to,come up with,,,
take issue (with),put together,,,
throw into doubt,first created,,,
throw into question,new creation,,,
is at loggerheads (with),( original creator originally ) created,,,
is at odds over/with,( place put ) credence in,,,
is at variance with,criminal act,,,
is in (marked/sharp) contrast to,criminal offense,,,
is in conflict with,criminal wrongdoing,,,
is in disagreement (about/on/with),( of ~ ) central critical vital importance,,,
compare and contrast (versus),( critically crucially vitally ) important,,,
is comparable to/with,most important,,,
stand in (marked/sharp) contrast,( a the ~ ) critical SKIP3 in of to,,,
to take a stand against/in opposition,express opposition to,,,
to is in (marked/sharp) contrast to,raise objections ( about on to ),,,
is contributory to,raise opposition ( about on to ),,,
is a contribution to,take exception to,,,
is in charge of,take to task,,,
is in control of,to find ( a ~ ) fault ( in with ),,,
come together,voice criticism of,,,
converge together,voice disapproval of,,,
have a conversation (about),voice objection to,,,
make conversation,voice opposition to,,,
contrariwise,is critical of,,,
on the contrary,( critically crucially vitally ) important,,,
on the other hand,most important,,,
to the contrary,( a the ~ ) crucial SKIP3 in of to,,,
in conversation with,core essence,,,
get across,essential core,,,
(something) to that/the/this effect (that),( the ~ ) heart of the matter,,,
firm/strong conviction,( the ~ ) long and ( the ~ ) short,,,
"calm, cool, and collected",( sum summary ) and substance,,,
cooperate together,indication,,,
joint cooperation,pick and choose,,,
mutual cooperation,( final ultimate ) culmination,,,
come to grips with,accumulative,,,
come to terms with,( something ~ ) out of the ordinary,,,
(an/the) abundance of,at that this juncture,,,
in copious profusion,at that this ( juncture juncture in time moment moment ),,,
law enforcement officers,in time period period in time point point in time stage stage in time time in my history in my life in the history of my life,,,
duplicate copy,at that this ( juncture moment period point stage ) in time,,,
core essence,at that this moment,,,
essential core,at that this point,,,
(the) heart of the matter,at that this stage,,,
sum/summary and substance,at that this time,,,
(the) long and (the) short,at the ( current present ) time,,,
rectify,at the ( current present ~ ) moment,,,
is associated to/with,still in existence,,,
is connected to/with,at that this juncture,,,
is related to,at that this ( juncture juncture in time moment moment ),,,
correspond back and forth,in time period period in time point point in time stage stage in time time in my history in my life in the history of my life,,,
written communication/correspondence,at that this ( juncture moment period point stage ) in time,,,
is in agreement (on/with),at that this moment,,,
is coherent with,at that this point,,,
is comparable to/with,at that this stage,,,
is compatible with,at that this time,,,
is consistent with,at the ( current present ) time,,,
is in accord/accordance on/with,at the ( current present ~ ) moment,,,
is in concurrence with,in over the near term,,,
is in conformance to/with,in over the short run,,,
is in conformity to/with,in over the short term,,,
is in harmony with,on that this ( particular ~ ) occasion,,,
is in keeping with,over the short haul,,,
is in line with,custom-built,,,
is in step with,custom-made,,,
is similar to/with,custom-tailored,,,
attest to the fact (that),made to measure,,,
expenditure (of money),made to order,,,
expenses and costs,tailor-made,,,
enumerate,as a general rule,,,
(an/the) abundance of,as a matter of course,,,
(an) array of,D,,,
(a) range of,as often as not,,,
(a/the) spectrum of,in ( normal ordinary typical usual ) practice,,,
(a) variety of,in the ( normal ordinary typical usual ) course of business events things,,,
beyond number (a/the) broad/extensive/great/vast/wide,more often than not,,,
array of,on ( an the ~ ) average,,,
(a/the) broad/extensive/great/vast/wide range of,matter-of-course,,,
(a/the) broad/extensive/great/vast/wide spectrum of,par for the course,,,
(a/the) broad/extensive/great/vast/wide variety of,custom-tailored,,,
(alt he) considerable/good/great/huge/large/,made to measure,,,
overwhelming/sizable/vast number (of),made to order,,,
(a/the) countless number (of),made to measure,,,
(a/the) diversity of different,made to order,,,
(a/the) high number (of),( cute handsome pretty ugly ) looking,,,
(an/the) infinite number (of),cyclical,,,
innumerable,center of ( attention attraction ),,,
(a/the) multiplicity of,focus of attention,,,
(a/the) multitude of,$ SKIP3 dollars,,,
multitudinous,day in ( and ~ ) day out,,,
numerous in number,on a regular basis,,,
(a/the) significant/substantial number (of),is deleterious to,,,
(an/the) untold number (of),is destructive of to,,,
(a/the) variety of different,is detrimental to,,,
various different,is harmful to,,,
(many) widely varying,is injurious to,,,
without number,is ruinous to,,,
is reliant on/upon,date back todate back to,,,
couple together,on -day,,,
accompanied by,DC current,,,
in association with,no longer in existence,,,
in combination with,no longer with us,,,
in conjunction with,has reference to,,,
in connection with,( that ~ ) has to do with,,,
together with,is concerned with,,,
action/attack/battle/game plan,come to grips with,,,
course of action,come to terms with,,,
plan of action/attack/battle,demise,,,
cover over,( an the ~ ) open question,,,
come up with,open to doubt,,,
skilled craftsman/craftswoman,open to question,,,
passing craze/fad/fancy,argumentation,,,
bring into being/existence,indebtedness,,,
call into being/existence,( a ~ ) decade's year's history of,,,
come up with,decapitate SKIP3 ( the ~ ) head ( of ~ ),,,
put together,no longer in existence,,,
first created,take advantage of,,,
new creation,is ( exploitative exploitive ) of,,,
original creator/originally created,false and misleading,,,
place/put credence in,arrive at ( an the ~ ) accord ( about as to concerning of on regarding ~ ),,,
criminal act,arrive at ( an the ~ ) agreement ( about as to concerning of on regarding ~ ),,,
criminal offense,arrive at ( a the ~ ) compromise ( about as to concerning of on regarding ~ ),,,
criminal wrongdoing,arrive at ( a the ~ ) conclusion ( about as to concerning of on regarding ~ ),,,
(of) central/critical/vital importance,arrive at ( a the ~ ) decision ( about as to concerning of on regarding ~ ),,,
critically/crucially/vitally important,arrive at ( a the ~ ) determination ( about as to concerning of on regarding ~ ),,,
most important,arrive at ( an the ~ ) opinion ( about as to concerning of on regarding ~ ),,,
(a/the) critical SKIP3 in/of/to,arrive at ( a the ~ ) resolution ( about as to concerning of on regarding ~ ),,,
express opposition to,arrive at ( a the ~ ) settlement ( about as to concerning of on regarding ~ ),,,
raise objections about/on/to,arrive at ( an the ~ ) understanding ( about as to concerning of on regarding ~ ),,,
raise opposition about/on/to,come to a the compromise ( about as to concerning of on regarding ~ ),,,
take exception to,come to a the conclusion ( about as to concerning of on regarding ~ ),,,
take to task,come to a the decision ( about as to concerning of on regarding ~ ),,,
to find (a) fault in/with,come to a the determination ( about as to concerning of on regarding ~ ),,,
voice criticism of,come to an accord ( about as to concerning of on regarding ~ ),,,
voice disapproval of,come to an agreement ( about as to concerning of on regarding ~ ),,,
voice objection to,come to an the opinion ( about as to concerning of on regarding ~ ),,,
voice opposition to,come to an the understanding,,,
is critical of,come to a the resolution ( about as to concerning of on regarding ~ ),,,
critically/crucially/vitally important,come to a the settlement ( about as to concerning of on regarding ~ ),,,
most important,come to terms ( about as to concerning of on regarding ~ ) form ( a the ~ ) judgment ( about as to concerning of on regarding ~ ),,,
(a/the) crucial SKIP3 in/of/to,form ( an the ~ ) opinion ( about as to concerning of on regarding ~ ),,,
core essence,form ( a the ~ ) resolution ( about as to concerning of on regarding ~ ),,,
essential core,make ( a the ~ ) decision determination ( about as to concerning of on rega rd ing ~ ),,,
(the) heart of the matter,make ( a the ~ ) determined decision ( about as to concerning of on regarding ~ ),,,
(the) long and (the) short,make up ( my ~ ) mind,,,
sum/summary and substance,reach ( a the ~ ) compromise ( about of on upon with ~ ),,,
indication,reach ( a the ~ ) conclusion ( about of on upon with ~ ),,,
pick and choose,reach ( a the ~ ) decision ( about of on upon with ~ ),,,
final/ultimate culmination,reach ( a the ~ ) determination ( about of on upon with ~ ),,,
accumulative,reach ( a the ~ ) resolution ( about of on upon with ~ ),,,
(something) out of the ordinary,reach ( a the ~ ) settlement ( about of on upon with ~ ),,,
at that/this juncture,reach ( an the ~ ) accord ( about of on upon with ~ ),,,
at that/this juncture/juncture in time/moment/moment,reach ( an the ~ ) agreement ( about of on upon with ~ ),,,
in time/period/period in time/point/ point in time/stage/stage in time/time in my history/in my life/in the history of my life,reach ( an the ~ ) opinion ( about of on upon with ~ ),,,
at that/this juncture/moment/period/point/stage in time,reach ( an the ~ ) understanding ( about of on upon with ~ ),,,
at that/this moment,decide on what when where whether which why,,,
at that/this point,once ( and ~ ) for all,,,
at that/this stage,according tu,,,
at that/this time,bear witness to,,,
at the current/present time,is ( a ~ ) testament to,,,
at the (current/present) moment,is ( a ~ ) testimony tu,,,
still in existence,is witness to,,,
at that/this juncture,( something ~ ) to that the this effect ( that ~ ),,,
at that/this juncture/juncture in time/moment/moment,respond in the negative,,,
in time/period/period in time/point/ point in time/stage/stage in time/time in my history/in my life/in the history of my life,on the decline,,,
at that/this juncture/moment/period/point/stage in time,on the decrease,,,
at that/this moment,decrease down,,,
at that/this point,minimize,,,
at that/this stage,on the declineon the decrease,,,
at that/this time,( a the ~ ) declining decreasing diminishing dwindling,,,
at the current/present time,( amount degree extent pa rt percentage portion proportion ~ ) ( of ~ ),,,
at the (current/present) moment,( alt he ~ ) decl in i ng decreasing d i mi nish i ng dwindli ng,,,
in/over the near term,( number quantity ~ ) ( of ~ ),,,
in/over the short run,dee reasi ng in,,,
in/over the short term,( completely entirely exclusively fully solely thoroughly totally utterly wholly ) dedicated to,,,
on that/this (particular) occasion,arrive at ( a the ~ ) conclusion ( about as to concerning of on regarding ~ ),,,
over the short haul,arrive at ( a the ~ ) decision ( about as to concerning of on regarding ~ ),,,
custom-built,arrive at ( a the ~ ) determination ( about as to concerning of on regarding ~ ),,,
custom-made,arrive at ( an the ~ ) opinion ( about as to concerning of on regarding ~ ),,,
custom-tailored,come to ( a the ~ ) conclusion ( about as to concerning of on regarding ~ ),,,
made to measure,come to ( a the ~ ) decision ( about as to concerning of on regarding ~ ),,,
made to order,come to at ( the ~ ) determination ( about as to concerning of on regarding ~ ),,,
tailor-made,come to ( an the ~ ) opinion ( about as to concerning of on regarding ~ ),,,
as a general rule,draw ( a the ~ ) conclusion ( of ~ ),,,
as a matter of course,draw ( a the ~ ) inference ( of ~ ),,,
D,form ( a the ~ ) judgment ( about as to concerning of on regarding ~ ),,,
as often as not,form ( an the ~ ) opinion ( about as to concerning of on regarding ~ ),,,
in normal/ordinary/typical/usual practice,put two and two together,,,
in the normal/ordinary/typical/usual course of business/,reach ( a the ~ ) conclusion ( about of on upon with ~ ),,,
events/things,reach ( a the ~ ) decision ( about of on upon with ~ ),,,
more often than not,reach ( a the ~ ) determination ( about of on upon with ~ ),,,
on (an/the) average,reach ( an the ~ ) opinion ( about of on upon with ~ ),,,
matter-of-course,deductive reasoning,,,
par for the course,deem as,,,
custom-tailored,in depth,,,
made to measure,is protective against ( of ~ ),,,
made to order,defer back,,,
made to measure,is in contempt of,,,
made to order,is in defiance of,,,
cute/handsome/pretty/ugly looking,no longer in existence,,,
cyclical,fly in the face of,,,
center of attention/attraction,breadth and depth,,,
focus of attention,in a bad mood,,,
$ SKIP3 dollars,derive enjoyment from,,,
day in (and) day out,derive pleasure from,,,
on a regular basis,derive satisfaction from,,,
is deleterious to,take enjoyment in,,,
is destructive of/to,take pleasure in,,,
is detrimental to,take satisfaction in,,,
is harmful to,delimitate,,,
is injurious to,necessitate,,,
is ruinous to,is insistent on,,,
date back to,level to the ground,,,
date back to,raze to the ground,,,
on -day,attest to the fact ( that ~ ),,,
DC current,is a demonstration of,,,
no longer in existence,is illustrative of,,,
no longer with us,raise objections ( about on to ~ ),,,
has reference to,raise opposition ( about on to ~ ),,,
(that) has to do with,take exception to,,,
is concerned with,take issue ( with ~ ),,,
come to grips with,denotate,,,
come to terms with,no longer in existence,,,
demise,is a variant of,,,
(an/the) open question,is different ( from than ~ ),,,
open to doubt,is distinguished from,,,
open to question,new departure,,,
argumentation,dependency,,,
indebtedness,is a function of,,,
(a) decade's/year's history of,is ( conditional conditioned ~ ) ( on upon ~ ),,,
decapitate SKIP3 (the) head (of),is contingent ( on upon ~ ),,,
